State_FIPS,County_FIPS,CountName,SNAP2010,SNAP2000
17,167,"Sangamon County, IL",29894,13169
17,169,"Schuyler County, IL",880,255
17,171,"Scott County, IL",436,293
17,173,"Shelby County, IL",2161,862
17,175,"Stark County, IL",508,217
17,177,"Stephenson County, IL",7572,2905
17,179,"Tazewell County, IL",13648,5273
17,181,"Union County, IL",3712,1995
17,183,"Vermilion County, IL",18081,8822
17,185,"Wabash County, IL",1688,895
17,187,"Warren County, IL",2472,1003
17,189,"Washington County, IL",886,353
17,191,"Wayne County, IL",2214,1160
17,193,"White County, IL",2223,1164
17,195,"Whiteside County, IL",6823,2180
17,197,"Will County, IL",54730,14666
17,199,"Williamson County, IL",11936,5786
17,201,"Winnebago County, IL",55199,19624
17,203,"Woodford County, IL",1792,707
18,000,Indiana,867101,331277
18,001,"Adams County, IN",3117,924
18,003,"Allen County, IN",49942,16733
18,005,"Bartholomew County, IN",8341,3030
18,007,"Benton County, IN",1295,255
18,009,"Blackford County, IN",2067,1070
18,011,"Boone County, IN",3763,932
18,013,"Brown County, IN",1664,492
18,015,"Carroll County, IN",1580,498
18,017,"Cass County, IN",5288,1873
18,019,"Clark County, IN",12171,4621
18,021,"Clay County, IN",3633,1318
18,023,"Clinton County, IN",4350,1375
18,025,"Crawford County, IN",1629,914
18,027,"Daviess County, IN",3264,1726
18,029,"Dearborn County, IN",4664,1508
18,031,"Decatur County, IN",3528,1031
18,033,"De Kalb County, IN",4970,806
18,035,"Delaware County, IN",18244,8573
18,037,"Dubois County, IN",2604,701
18,039,"Elkhart County, IN",30390,8034
18,041,"Fayette County, IN",5714,1758
18,043,"Floyd County, IN",9149,3966
18,045,"Fountain County, IN",1944,623
18,047,"Franklin County, IN",2557,783
18,049,"Fulton County, IN",2988,730
18,051,"Gibson County, IN",3346,1182
18,053,"Grant County, IN",11949,5871
18,055,"Greene County, IN",4337,1412
18,057,"Hamilton County, IN",8427,1535
18,059,"Hancock County, IN",5393,1080
18,061,"Harrison County, IN",4272,1381
18,063,"Hendricks County, IN",6675,1292
18,065,"Henry County, IN",8004,2985
18,067,"Howard County, IN",13175,5076
18,069,"Huntington County, IN",4321,1102
18,071,"Jackson County, IN",5215,1310
18,073,"Jasper County, IN",3428,907
18,075,"Jay County, IN",2869,913
18,077,"Jefferson County, IN",4249,1702
18,079,"Jennings County, IN",4592,909
18,081,"Johnson County, IN",12076,2674
18,083,"Knox County, IN",5538,3768
18,085,"Kosciusko County, IN",7096,1264
18,087,"Lagrange County, IN",2088,431
18,089,"Lake County, IN",92204,53518
18,091,"La Porte County, IN",18766,6414
18,093,"Lawrence County, IN",5969,1856
18,095,"Madison County, IN",19721,8008
18,097,"Marion County, IN",177027,63811
18,099,"Marshall County, IN",5126,1445
18,101,"Martin County, IN",1110,658
18,103,"Miami County, IN",5347,1732
18,105,"Monroe County, IN",10168,4570
18,107,"Montgomery County, IN",4509,1843
18,109,"Morgan County, IN",9272,2872
18,111,"Newton County, IN",1701,663
18,113,"Noble County, IN",4968,945
18,115,"Ohio County, IN",517,139
18,117,"Orange County, IN",3190,1489
18,119,"Owen County, IN",3187,1353
18,121,"Parke County, IN",2043,770
18,123,"Perry County, IN",1955,805
18,125,"Pike County, IN",1317,744
18,127,"Porter County, IN",13846,3311
18,129,"Posey County, IN",2180,1237
18,131,"Pulaski County, IN",1902,782
18,133,"Putnam County, IN",3762,992
18,135,"Randolph County, IN",3934,1629
18,137,"Ripley County, IN",2795,876
18,139,"Rush County, IN",2252,682
18,141,"St. Joseph County, IN",40899,17695
18,143,"Scott County, IN",5022,2093
18,145,"Shelby County, IN",5735,1620
18,147,"Spencer County, IN",1785,674
18,149,"Starke County, IN",4840,1488
18,151,"Steuben County, IN",3808,819
18,153,"Sullivan County, IN",2776,1744
18,155,"Switzerland County, IN",1304,367
18,157,"Tippecanoe County, IN",16851,5023
18,159,"Tipton County, IN",1456,500
18,161,"Union County, IN",1180,307
18,163,"Vanderburgh County, IN",25951,13953
18,165,"Vermillion County, IN",2021,757
18,167,"Vigo County, IN",17219,8765
18,169,"Wabash County, IN",3616,1060
18,171,"Warren County, IN",712,264
18,173,"Warrick County, IN",4074,1507
18,175,"Washington County, IN",4251,1375
18,177,"Wayne County, IN",11253,4856
18,179,"Wells County, IN",2256,518
18,181,"White County, IN",2733,1115
18,183,"Whitley County, IN",2690,562
19,000,Iowa,363392,124475
19,001,"Adair County, IA",675,302
19,003,"Adams County, IA",455,222
19,005,"Allamakee County, IA",1565,357
19,007,"Appanoose County, IA",2340,1257
19,009,"Audubon County, IA",462,216
19,011,"Benton County, IA",2325,706
19,013,"Black Hawk County, IA",17957,8573
19,015,"Boone County, IA",2778,730
19,017,"Bremer County, IA",1202,522
19,019,"Buchanan County, IA",1773,670
19,021,"Buena Vista County, IA",2449,768
19,023,"Butler County, IA",1340,482
19,025,"Calhoun County, IA",907,474
19,027,"Carroll County, IA",1551,611
19,029,"Cass County, IA",1775,635
19,031,"Cedar County, IA",1390,432
19,033,"Cerro Gordo County, IA",6139,1979
19,035,"Cherokee County, IA",957,354
19,037,"Chickasaw County, IA",899,431
19,039,"Clarke County, IA",1484,506
19,041,"Clay County, IA",1888,569
19,043,"Clayton County, IA",1282,387
19,045,"Clinton County, IA",8302,3185
19,047,"Crawford County, IA",1932,701
19,049,"Dallas County, IA",3914,822
19,051,"Davis County, IA",775,292
19,053,"Decatur County, IA",1544,595
19,055,"Delaware County, IA",1564,515
19,057,"Des Moines County, IA",7907,2966
19,059,"Dickinson County, IA",1100,412
19,061,"Dubuque County, IA",10070,3072
19,063,"Emmet County, IA",1000,376
19,065,"Fayette County, IA",2576,1079
19,067,"Floyd County, IA",1874,843
19,069,"Franklin County, IA",1089,338
19,071,"Fremont County, IA",900,453
19,073,"Greene County, IA",1142,538
19,075,"Grundy County, IA",569,188
19,077,"Guthrie County, IA",908,478
19,079,"Hamilton County, IA",1684,567
19,081,"Hancock County, IA",973,277
19,083,"Hardin County, IA",1928,728
19,085,"Harrison County, IA",1556,733
19,087,"Henry County, IA",2951,815
19,089,"Howard County, IA",934,278
19,091,"Humboldt County, IA",899,329
19,093,"Ida County, IA",639,195
19,095,"Iowa County, IA",1113,386
19,097,"Jackson County, IA",2282,747
19,099,"Jasper County, IA",4472,996
19,101,"Jefferson County, IA",2384,864
19,103,"Johnson County, IA",9800,2741
19,105,"Jones County, IA",1724,599
19,107,"Keokuk County, IA",1273,610
19,109,"Kossuth County, IA",1124,512
19,111,"Lee County, IA",6144,2612
19,113,"Linn County, IA",24061,7075
19,115,"Louisa County, IA",1334,621
19,117,"Lucas County, IA",1523,555
19,119,"Lyon County, IA",685,257
19,121,"Madison County, IA",1315,339
19,123,"Mahaska County, IA",3564,1165
19,125,"Marion County, IA",2906,951
19,127,"Marshall County, IA",6409,2203
19,129,"Mills County, IA",1449,578
19,131,"Mitchell County, IA",569,168
19,133,"Monona County, IA",1076,466
19,135,"Monroe County, IA",993,479
19,137,"Montgomery County, IA",1871,734
19,139,"Muscatine County, IA",6748,2423
19,141,"O'Brien County, IA",1168,341
19,143,"Osceola County, IA",341,96
19,145,"Page County, IA",2235,1068
19,147,"Palo Alto County, IA",714,276
19,149,"Plymouth County, IA",1368,551
19,151,"Pocahontas County, IA",876,352
19,153,"Polk County, IA",58830,16575
19,155,"Pottawattamie County, IA",14692,4893
19,157,"Poweshiek County, IA",1650,520
19,159,"Ringgold County, IA",564,314
19,161,"Sac County, IA",722,430
19,163,"Scott County, IA",28334,10993
19,165,"Shelby County, IA",1065,385
19,167,"Sioux County, IA",1334,455
19,169,"Story County, IA",6225,1524
19,171,"Tama County, IA",1677,554
19,173,"Taylor County, IA",677,368
19,175,"Union County, IA",1951,655
19,177,"Van Buren County, IA",916,421
19,179,"Wapello County, IA",7328,3108
19,181,"Warren County, IA",3517,740
19,183,"Washington County, IA",2182,633
19,185,"Wayne County, IA",814,451
19,187,"Webster County, IA",5687,2405
19,189,"Winnebago County, IA",1056,341
19,191,"Winneshiek County, IA",1271,286
19,193,"Woodbury County, IA",16922,5104
19,195,"Worth County, IA",608,134
19,197,"Wright County, IA",1527,462
20,000,Kansas,295107,122290
20,001,"Allen County, KS",1987,1108
20,003,"Anderson County, KS",939,502
20,005,"Atchison County, KS",2577,1101
20,007,"Barber County, KS",303,237
20,009,"Barton County, KS",3316,1456
20,011,"Bourbon County, KS",2721,1247
20,013,"Brown County, KS",1490,838
20,015,"Butler County, KS",5486,2511
20,017,"Chase County, KS",215,147
20,019,"Chautauqua County, KS",426,426
20,021,"Cherokee County, KS",3717,2281
20,023,"Cheyenne County, KS",136,90
20,025,"Clark County, KS",133,68
20,027,"Clay County, KS",591,337
20,029,"Cloud County, KS",852,482
20,031,"Coffey County, KS",835,350
20,033,"Comanche County, KS",98,60
20,035,"Cowley County, KS",5133,2507
20,037,"Crawford County, KS",6228,3021
20,039,"Decatur County, KS",190,100
20,041,"Dickinson County, KS",1348,618
20,043,"Doniphan County, KS",684,533
20,045,"Douglas County, KS",8037,3024
20,047,"Edwards County, KS",225,174
20,049,"Elk County, KS",322,250
20,051,"Ellis County, KS",1923,869
20,053,"Ellsworth County, KS",325,146
20,055,"Finney County, KS",4816,1543
20,057,"Ford County, KS",3772,1644
20,059,"Franklin County, KS",3345,1281
20,061,"Geary County, KS",3182,1898
20,063,"Gove County, KS",93,55
20,065,"Graham County, KS",155,82
20,067,"Grant County, KS",683,273
20,069,"Gray County, KS",252,122
20,071,"Greeley County, KS",45,28
20,073,"Greenwood County, KS",908,563
20,075,"Hamilton County, KS",178,96
20,077,"Harper County, KS",488,333
20,079,"Harvey County, KS",3320,1257
20,081,"Haskell County, KS",195,120
20,083,"Hodgeman County, KS",102,29
20,085,"Jackson County, KS",1011,488
20,087,"Jefferson County, KS",1227,514
20,089,"Jewell County, KS",186,131
20,091,"Johnson County, KS",21249,4096
20,093,"Kearny County, KS",325,145
20,095,"Kingman County, KS",604,344
20,097,"Kiowa County, KS",163,140
20,099,"Labette County, KS",3388,1828
20,101,"Lane County, KS",81,84
20,103,"Leavenworth County, KS",5660,2568
20,105,"Lincoln County, KS",187,77
20,107,"Linn County, KS",1152,600
20,109,"Logan County, KS",193,93
20,111,"Lyon County, KS",4743,1777
20,113,"McPherson County, KS",1894,746
20,115,"Marion County, KS",755,372
20,117,"Marshall County, KS",806,359
20,119,"Meade County, KS",273,77
20,121,"Miami County, KS",2612,922
20,123,"Mitchell County, KS",295,116
20,125,"Montgomery County, KS",5513,2761
20,127,"Morris County, KS",414,200
20,129,"Morton County, KS",239,116
20,131,"Nemaha County, KS",411,281
20,133,"Neosho County, KS",2453,1144
20,135,"Ness County, KS",192,33
20,137,"Norton County, KS",340,137
20,139,"Osage County, KS",1752,758
20,141,"Osborne County, KS",314,149
20,143,"Ottawa County, KS",374,155
20,145,"Pawnee County, KS",520,211
20,147,"Phillips County, KS",365,199
20,149,"Pottawatomie County, KS",1245,477
20,151,"Pratt County, KS",875,414
20,153,"Rawlins County, KS",117,76
20,155,"Reno County, KS",7898,4055
20,157,"Republic County, KS",306,258
20,159,"Rice County, KS",904,400
20,161,"Riley County, KS",3049,1290
20,163,"Rooks County, KS",431,275
20,165,"Rush County, KS",311,143
20,167,"Russell County, KS",685,398
20,169,"Saline County, KS",6632,2268
20,171,"Scott County, KS",316,105
20,173,"Sedgwick County, KS",74011,30020
20,175,"Seward County, KS",2891,1042
20,177,"Shawnee County, KS",24787,9202
20,179,"Sheridan County, KS",70,49
20,181,"Sherman County, KS",657,353
20,183,"Smith County, KS",276,126
20,185,"Stafford County, KS",358,278
20,187,"Stanton County, KS",165,65
20,189,"Stevens County, KS",367,182
20,191,"Sumner County, KS",2538,1212
20,193,"Thomas County, KS",483,253
20,195,"Trego County, KS",138,87
20,197,"Wabaunsee County, KS",362,124
20,199,"Wallace County, KS",66,51
20,201,"Washington County, KS",329,181
20,203,"Wichita County, KS",113,96
20,205,"Wilson County, KS",1241,651
20,207,"Woodson County, KS",440,221
20,209,"Wyandotte County, KS",31582,12516
21,000,Kentucky,814176,408736
21,001,"Adair County, KY",3516,1838
21,003,"Allen County, KY",3817,1224
21,005,"Anderson County, KY",3025,612
21,007,"Ballard County, KY",1278,714
21,009,"Barren County, KY",8045,3161
21,011,"Bath County, KY",3548,1851
21,013,"Bell County, KY",10663,6874
21,015,"Boone County, KY",10544,2014
21,017,"Bourbon County, KY",3619,1135
21,019,"Boyd County, KY",9964,5803
21,021,"Boyle County, KY",4770,1722
21,023,"Bracken County, KY",1837,542
21,025,"Breathitt County, KY",5800,4910
21,027,"Breckinridge County, KY",4122,1920
21,029,"Bullitt County, KY",8873,3078
21,031,"Butler County, KY",2880,1574
21,033,"Caldwell County, KY",2389,1272
21,035,"Calloway County, KY",4103,1917
21,037,"Campbell County, KY",10751,4643
21,039,"Carlisle County, KY",861,378
21,041,"Carroll County, KY",2435,966
21,043,"Carter County, KY",7555,4394
21,045,"Casey County, KY",4057,1910
21,047,"Christian County, KY",13996,6488
21,049,"Clark County, KY",7374,2916
21,051,"Clay County, KY",9490,7338
21,053,"Clinton County, KY",2904,1822
21,055,"Crittenden County, KY",1313,1007
21,057,"Cumberland County, KY",1782,1187
21,059,"Daviess County, KY",15620,7509
21,061,"Edmonson County, KY",2435,1357
21,063,"Elliott County, KY",2293,1788
21,065,"Estill County, KY",5082,2969
21,067,"Fayette County, KY",34599,13126
21,069,"Fleming County, KY",3081,1626
21,071,"Floyd County, KY",13749,10628
21,073,"Franklin County, KY",7881,2296
21,075,"Fulton County, KY",2018,1474
21,077,"Gallatin County, KY",1836,694
21,079,"Garrard County, KY",3271,1270
21,081,"Grant County, KY",5738,1621
21,083,"Graves County, KY",6391,2944
21,085,"Grayson County, KY",6099,2524
21,087,"Green County, KY",2353,1212
21,089,"Greenup County, KY",6470,3723
21,091,"Hancock County, KY",1261,507
21,093,"Hardin County, KY",13658,4526
21,095,"Harlan County, KY",10010,9281
21,097,"Harrison County, KY",3807,1122
21,099,"Hart County, KY",4056,2400
21,101,"Henderson County, KY",8355,3899
21,103,"Henry County, KY",2637,1206
21,105,"Hickman County, KY",860,505
21,107,"Hopkins County, KY",9118,4762
21,109,"Jackson County, KY",4644,2699
21,111,"Jefferson County, KY",127480,52502
21,113,"Jessamine County, KY",7377,2409
21,115,"Johnson County, KY",6945,5369
21,117,"Kenton County, KY",22604,9351
21,119,"Knott County, KY",5344,5192
21,121,"Knox County, KY",12794,8652
21,123,"Larue County, KY",2675,1306
21,125,"Laurel County, KY",14789,7559
21,127,"Lawrence County, KY",5019,4022
21,129,"Lee County, KY",2981,2291
21,131,"Leslie County, KY",3900,3620
21,133,"Letcher County, KY",7559,6400
21,135,"Lewis County, KY",4343,2989
21,137,"Lincoln County, KY",5961,2338
21,139,"Livingston County, KY",1591,723
21,141,"Logan County, KY",4765,2092
21,143,"Lyon County, KY",857,384
21,145,"McCracken County, KY",10672,6369
21,147,"McCreary County, KY",6854,5112
21,149,"McLean County, KY",1668,822
21,151,"Madison County, KY",13683,4903
21,153,"Magoffin County, KY",5265,4141
21,155,"Marion County, KY",4044,2021
21,157,"Marshall County, KY",4272,1745
21,159,"Martin County, KY",4463,4152
21,161,"Mason County, KY",4186,1954
21,163,"Meade County, KY",3465,1070
21,165,"Menifee County, KY",1951,1215
21,167,"Mercer County, KY",3599,1426
21,169,"Metcalfe County, KY",2554,1142
21,171,"Monroe County, KY",2898,1591
21,173,"Montgomery County, KY",5718,2620
21,175,"Morgan County, KY",3885,2845
21,177,"Muhlenberg County, KY",6137,2772
21,179,"Nelson County, KY",6924,2623
21,181,"Nicholas County, KY",1722,803
21,183,"Ohio County, KY",4812,2776
21,185,"Oldham County, KY",2614,762
21,187,"Owen County, KY",2302,1042
21,189,"Owsley County, KY",2481,2026
21,191,"Pendleton County, KY",2779,1072
21,193,"Perry County, KY",10273,8234
21,195,"Pike County, KY",16734,13128
21,197,"Powell County, KY",4329,2468
21,199,"Pulaski County, KY",13428,6155
21,201,"Robertson County, KY",534,281
21,203,"Rockcastle County, KY",4721,2378
21,205,"Rowan County, KY",5147,2214
21,207,"Russell County, KY",4669,2490
21,209,"Scott County, KY",6584,1941
21,211,"Shelby County, KY",5137,1242
21,213,"Simpson County, KY",3290,869
21,215,"Spencer County, KY",1817,482
21,217,"Taylor County, KY",5028,2170
21,219,"Todd County, KY",2533,930
21,221,"Trigg County, KY",1996,705
21,223,"Trimble County, KY",1632,531
21,225,"Union County, KY",2726,1233
21,227,"Warren County, KY",17527,7638
21,229,"Washington County, KY",1944,677
21,231,"Wayne County, KY",5502,3811
21,233,"Webster County, KY",2215,1166
21,235,"Whitley County, KY",12110,7963
21,237,"Wolfe County, KY",3111,2220
21,239,"Woodford County, KY",2625,728
22,000,Louisiana,871590,508523
22,001,"Acadia Parish, LA",13613,7381
22,003,"Allen Parish, LA",5013,2340
22,005,"Ascension Parish, LA",13046,4035
22,007,"Assumption Parish, LA",5155,3181
22,009,"Avoyelles Parish, LA",11853,7017
22,011,"Beauregard Parish, LA",5396,2453
22,013,"Bienville Parish, LA",3648,2394
22,015,"Bossier Parish, LA",14649,6518
22,017,"Caddo Parish, LA",55954,29940
22,019,"Calcasieu Parish, LA",34041,14191
22,021,"Caldwell Parish, LA",2440,970
22,023,"Cameron Parish, LA",408,334
22,025,"Catahoula Parish, LA",2614,1601
22,027,"Claiborne Parish, LA",3855,2919
22,029,"Concordia Parish, LA",5801,3430
22,031,"De Soto Parish, LA",5523,4282
22,033,"East Baton Rouge Parish, LA",78384,36912
22,035,"East Carroll Parish, LA",3516,3392
22,037,"East Feliciana Parish, LA",3947,1980
22,039,"Evangeline Parish, LA",9233,7001
22,041,"Franklin Parish, LA",6211,3943
22,043,"Grant Parish, LA",4749,2439
22,045,"Iberia Parish, LA",18478,9801
22,047,"Iberville Parish, LA",8562,4651
22,049,"Jackson Parish, LA",2945,1866
22,051,"Jefferson Parish, LA",58658,30870
22,053,"Jefferson Davis Parish, LA",5472,3342
22,055,"Lafayette Parish, LA",30191,14955
22,057,"Lafourche Parish, LA",15711,7721
22,059,"La Salle Parish, LA",2298,1100
22,061,"Lincoln Parish, LA",8626,4039
22,063,"Livingston Parish, LA",18680,5159
22,065,"Madison Parish, LA",4237,2924
22,067,"Morehouse Parish, LA",9646,5804
22,069,"Natchitoches Parish, LA",10801,6047
22,071,"Orleans Parish, LA",89665,100734
22,073,"Ouachita Parish, LA",36294,16909
22,075,"Plaquemines Parish, LA",3170,2606
22,077,"Pointe Coupee Parish, LA",4345,2892
22,079,"Rapides Parish, LA",27655,16739
22,081,"Red River Parish, LA",2254,1608
22,083,"Richland Parish, LA",5717,4120
22,085,"Sabine Parish, LA",5125,2431
22,087,"St. Bernard Parish, LA",8167,4270
22,089,"St. Charles Parish, LA",7545,3143
22,091,"St. Helena Parish, LA",3598,2043
22,093,"St. James Parish, LA",4283,2843
22,095,"St. John the Baptist Parish, LA",10250,4543
22,097,"St. Landry Parish, LA",24380,15706
22,099,"St. Martin Parish, LA",10617,5861
22,101,"St. Mary Parish, LA",13173,9459
22,103,"St. Tammany Parish, LA",22675,7869
22,105,"Tangipahoa Parish, LA",30365,15486
22,107,"Tensas Parish, LA",1991,1737
22,109,"Terrebonne Parish, LA",20773,11628
22,111,"Union Parish, LA",4444,2018
22,113,"Vermilion Parish, LA",10002,4826
22,115,"Vernon Parish, LA",6874,3064
22,117,"Washington Parish, LA",13217,7718
22,119,"Webster Parish, LA",9551,4759
22,121,"West Baton Rouge Parish, LA",4107,1782
22,123,"West Carroll Parish, LA",2885,1645
22,125,"West Feliciana Parish, LA",1453,750
22,127,"Winn Parish, LA",3661,2406
23,000,Maine,244239,102723
23,001,"Androscoggin County, ME",25883,9764
23,003,"Aroostook County, ME",16423,9145
23,005,"Cumberland County, ME",38444,15423
23,007,"Franklin County, ME",6403,2784
23,009,"Hancock County, ME",7762,2674
23,011,"Kennebec County, ME",24383,9667
23,013,"Knox County, ME",6986,2585
23,015,"Lincoln County, ME",5409,1911
23,017,"Oxford County, ME",14252,5917
23,019,"Penobscot County, ME",29924,13246
23,021,"Piscataquis County, ME",3808,1882
23,023,"Sagadahoc County, ME",4768,1917
23,025,"Somerset County, ME",14126,6664
23,027,"Waldo County, ME",8313,3583
23,029,"Washington County, ME",8979,4956
23,031,"York County, ME",28378,10606
24,000,Maryland,645754,208690
24,001,"Allegany County, MD",13362,5922
24,003,"Anne Arundel County, MD",32653,7311
24,005,"Baltimore County, MD",79559,20554
24,009,"Calvert County, MD",8298,1764
24,011,"Caroline County, MD",5627,1115
24,013,"Carroll County, MD",9560,2514
24,015,"Cecil County, MD",13640,2926
24,017,"Charles County, MD",13547,4585
24,019,"Dorchester County, MD",8253,2436
24,021,"Frederick County, MD",15424,3942
24,023,"Garrett County, MD",4338,2290
24,025,"Harford County, MD",19399,5234
24,027,"Howard County, MD",13513,2543
24,029,"Kent County, MD",2690,739
24,031,"Montgomery County, MD",51416,12798
24,033,"Prince George's County, MD",92976,16709
24,035,"Queen Anne's County, MD",3894,892
24,037,"St. Mary's County, MD",11906,3234
24,039,"Somerset County, MD",5215,2137
24,041,"Talbot County, MD",3432,1413
24,043,"Washington County, MD",20114,4909
24,045,"Wicomico County, MD",17645,4681
24,047,"Worcester County, MD",6195,2138
24,510,"Baltimore city, MD",193098,95906
25,000,Massachusetts,800774,219869
25,001,"Barnstable County, MA",18547,3484
25,003,"Berkshire County, MA",18145,4269
25,005,"Bristol County, MA",82204,28777
25,007,"Dukes County, MA",647,105
25,009,"Essex County, MA",101998,23910
25,011,"Franklin County, MA",10054,1817
25,013,"Hampden County, MA",115151,34022
25,015,"Hampshire County, MA",12640,1597
25,017,"Middlesex County, MA",106443,20617
25,019,"Nantucket County, MA",347,0
25,021,"Norfolk County, MA",39093,12118
25,023,"Plymouth County, MA",47235,9127
25,025,"Suffolk County, MA",144453,52789
25,027,"Worcester County, MA",103818,27237
26,000,Michigan,1913854,623983
26,001,"Alcona County, MI",1813,684
26,003,"Alger County, MI",1273,456
26,005,"Allegan County, MI",17007,3212
26,007,"Alpena County, MI",6345,2339
26,009,"Antrim County, MI",3793,685
26,011,"Arenac County, MI",3659,1721
26,013,"Baraga County, MI",1408,470
26,015,"Barry County, MI",8763,1800
26,017,"Bay County, MI",20858,7796
26,019,"Benzie County, MI",2662,604
26,021,"Berrien County, MI",32662,14481
26,023,"Branch County, MI",8640,2128
26,025,"Calhoun County, MI",33684,10341
26,027,"Cass County, MI",10368,3032
26,029,"Charlevoix County, MI",3913,863
26,031,"Cheboygan County, MI",5339,1446
26,033,"Chippewa County, MI",6193,2366
26,035,"Clare County, MI",8508,3008
26,037,"Clinton County, MI",7162,1415
26,039,"Crawford County, MI",2956,1093
26,041,"Delta County, MI",6628,2421
26,043,"Dickinson County, MI",3741,1163
26,045,"Eaton County, MI",14008,3276
26,047,"Emmet County, MI",4895,919
26,049,"Genesee County, MI",114048,44520
26,051,"Gladwin County, MI",5533,1737
26,053,"Gogebic County, MI",3214,1464
26,055,"Grand Traverse County, MI",12798,1982
26,057,"Gratiot County, MI",7756,1819
26,059,"Hillsdale County, MI",8724,1656
26,061,"Houghton County, MI",5561,2359
26,063,"Huron County, MI",5195,1875
26,065,"Ingham County, MI",58204,18703
26,067,"Ionia County, MI",10605,2637
26,069,"Iosco County, MI",6263,1903
26,071,"Iron County, MI",2005,891
26,073,"Isabella County, MI",14702,2671
26,075,"Jackson County, MI",31329,9192
26,077,"Kalamazoo County, MI",48867,14665
26,079,"Kalkaska County, MI",4057,917
26,081,"Kent County, MI",110040,28964
26,083,"Keweenaw County, MI",291,105
26,085,"Lake County, MI",3296,1412
26,087,"Lapeer County, MI",13265,2122
26,089,"Leelanau County, MI",1832,709
26,091,"Lenawee County, MI",17234,3768
26,093,"Livingston County, MI",14775,1392
26,095,"Luce County, MI",1116,749
26,097,"Mackinac County, MI",1503,339
26,099,"Macomb County, MI",128170,19090
26,101,"Manistee County, MI",4596,1719
26,103,"Marquette County, MI",10002,3208
26,105,"Mason County, MI",5909,1788
26,107,"Mecosta County, MI",9935,3076
26,109,"Menominee County, MI",3938,1214
26,111,"Midland County, MI",11669,3214
26,113,"Missaukee County, MI",2824,898
26,115,"Monroe County, MI",20908,4225
26,117,"Montcalm County, MI",13564,3110
26,119,"Montmorency County, MI",2177,871
26,121,"Muskegon County, MI",47501,15216
26,123,"Newaygo County, MI",11165,2794
26,125,"Oakland County, MI",130745,30139
26,127,"Oceana County, MI",6753,2910
26,129,"Ogemaw County, MI",5663,2183
26,131,"Ontonagon County, MI",1088,543
26,133,"Osceola County, MI",5276,1736
26,135,"Oscoda County, MI",2104,892
26,137,"Otsego County, MI",5146,1093
26,139,"Ottawa County, MI",29350,3746
26,141,"Presque Isle County, MI",1852,622
26,143,"Roscommon County, MI",6234,2343
26,145,"Saginaw County, MI",48752,22571
26,147,"St. Clair County, MI",31494,7168
26,149,"St. Joseph County, MI",12967,3310
26,151,"Sanilac County, MI",9154,2588
26,153,"Schoolcraft County, MI",1407,786
26,155,"Shiawassee County, MI",13316,3186
26,157,"Tuscola County, MI",10524,2660
26,159,"Van Buren County, MI",17288,7113
26,161,"Washtenaw County, MI",40690,8705
26,163,"Wayne County, MI",535011,241018
26,165,"Wexford County, MI",8192,1978
27,000,Minnesota,487366,195193
27,001,"Aitkin County, MN",1971,747
27,003,"Anoka County, MN",24385,7071
27,005,"Becker County, MN",4316,2011
27,007,"Beltrami County, MN",9775,4911
27,009,"Benton County, MN",3343,986
27,011,"Big Stone County, MN",383,242
27,013,"Blue Earth County, MN",4925,1601
27,015,"Brown County, MN",1843,759
27,017,"Carlton County, MN",3064,1344
27,019,"Carver County, MN",3032,607
27,021,"Cass County, MN",4473,1713
27,023,"Chippewa County, MN",1032,425
27,025,"Chisago County, MN",2890,1105
27,027,"Clay County, MN",6188,3191
27,029,"Clearwater County, MN",1247,638
27,031,"Cook County, MN",304,65
27,033,"Cottonwood County, MN",979,426
27,035,"Crow Wing County, MN",6182,2044
27,037,"Dakota County, MN",20959,5296
27,039,"Dodge County, MN",1419,326
27,041,"Douglas County, MN",2950,908
27,043,"Faribault County, MN",1498,581
27,045,"Fillmore County, MN",1642,533
27,047,"Freeborn County, MN",2886,1124
27,049,"Goodhue County, MN",2856,680
27,051,"Grant County, MN",558,210
27,053,"Hennepin County, MN",125302,59774
27,055,"Houston County, MN",1219,482
27,057,"Hubbard County, MN",2347,855
27,059,"Isanti County, MN",3131,734
27,061,"Itasca County, MN",5596,1813
27,063,"Jackson County, MN",738,286
27,065,"Kanabec County, MN",2022,569
27,067,"Kandiyohi County, MN",5134,2127
27,069,"Kittson County, MN",215,183
27,071,"Koochiching County, MN",1509,686
27,073,"Lac qui Parle County, MN",475,192
27,075,"Lake County, MN",777,229
27,077,"Lake of the Woods County, MN",349,99
27,079,"Le Sueur County, MN",1646,578
27,081,"Lincoln County, MN",257,147
27,083,"Lyon County, MN",2142,790
27,085,"McLeod County, MN",2555,671
27,087,"Mahnomen County, MN",1626,589
27,089,"Marshall County, MN",664,355
27,091,"Martin County, MN",2009,868
27,093,"Meeker County, MN",1821,578
27,095,"Mille Lacs County, MN",2447,868
27,097,"Morrison County, MN",2702,1129
27,099,"Mower County, MN",4321,1484
27,101,"Murray County, MN",555,227
27,103,"Nicollet County, MN",2506,707
27,105,"Nobles County, MN",2021,834
27,107,"Norman County, MN",774,385
27,109,"Olmsted County, MN",12633,3709
27,111,"Otter Tail County, MN",4674,1760
27,113,"Pennington County, MN",1393,455
27,115,"Pine County, MN",3791,1100
27,117,"Pipestone County, MN",904,323
27,119,"Polk County, MN",3727,2169
27,121,"Pope County, MN",821,255
27,123,"Ramsey County, MN",76459,36311
